"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"500-1000",1,3,4,1,2,1,5,2,1,1,2,1,1,1,"Some physical health has stigma attached, other does not.",1,"I cannot explain",2,2,1,"No",38,"m","United States of America"
"More than 1000",2,3,3,1,3,2,6,2,1,3,2,1,1,1,"Unless it would impact my work, it's nobody's business.  ",1,"Again, unless it somehow directly impacts my work it's nobody's business",3,2,1,"No",38,"Male","United States of America"
"26-100",1,2,2,1,1,3,2,2,2,3,3,3,1,1,"",1,"It might reflect poorly on me as a candidate; all else being equal, it seems that an employer would want to hire a worker with no chronic mental health problems than one with chronic mental health problems.",3,1,2,"No",32,"Male","United States of America"
"More than 1000",1,2,4,2,1,1,1,2,1,3,2,2,1,1,"",2,"",3,3,1,"Yes",33,"Male","Australia"
"6-25",1,3,3,1,1,1,6,2,1,3,3,1,1,1,"",2,"Stigma",5,4,1,"Yes",27,"Male","United States of America"
"6-25",1,2,1,1,1,1,6,2,2,3,3,3,1,2,"If it will directly impact my ability to perform my duties on some days, then it's only fair to be honest about it.",3,"Same as the physical. If it would impact my performance, it's only fair to be honest about it.",1,2,1,"No",31,"Male","United States of America"
"100-500",1,4,3,1,3,1,3,1,1,1,2,1,1,1,"depends on the nature of the issue. i think it might bias them to look for reasons not to hire me or expect me to be a sub-par contributer",2,"My internalized stigma is way too strong. ",3,2,1,"Yes",39,"F","United States of America"
"26-100",2,4,4,1,1,1,6,1,1,3,3,1,1,1,"There's always the concern that someone else would get hired purely out of the convenience for the employer of not having to deal with a physical health issue",2,"Leading with a mental health issue seems like it is immediately going to be seen as far more severe, problematic, etc.",1,4,2,"Yes",32,"m","Canada"
"26-100",1,3,3,1,1,2,2,1,1,1,1,1,2,3,"I would likely perceive that as irrelevant to the interview process.",2,"I would likely perceive that as irrelevant to the interview process.",1,1,2,"No",30,"male","United States of America"
"6-25",1,4,3,1,1,3,2,1,1,2,2,2,1,1,"depends if it is relevant. If it's none of their business, then not.",1,"It's a weakness; and you mostly want to talk about your strenghts",1,1,1,"No",38,"F","Netherlands"
"More than 1000",1,4,3,1,1,1,2,1,1,2,1,1,1,2,"I am stressed clinically diagnosed. So i should discuss that.",3,"",1,1,5,"No",32,"Male","India"
"6-25",2,2,4,1,1,1,5,2,1,2,3,1,1,3,"A health issue would have a negative effect on getting the job.",2,"It would be a negative in the hiring process.",3,2,2,"Yes",66,"male","United States of America"
"26-100",2,4,3,1,1,1,4,1,1,1,1,2,1,1,"It would depend on the nature of the physical health issue and the job role. Relevance is probably the most important deciding factor.",2,"It's roughly equivalent to getting a tattoo on your forehead saying ""don't hire me""",5,1,3,"No",35,"Male","United Kingdom"
"1-5",2,2,3,1,3,3,4,3,2,3,3,3,1,3,"Who's going to hire a ""head case""?",2,"The goal is to get hired, not tossed in the bin.",3,4,4,"Yes",37,"f","United States of America"
"More than 1000",2,4,3,1,1,1,3,3,1,3,2,3,1,2,"Things like Asthma or access to buildings are socially 'acceptable' to mention in these situations.",2,"A general lack of understanding or sufficient social norms to appropriately respond to such issues.",5,3,3,"Yes",37,"Male","United Kingdom"
"100-500",1,3,2,2,2,1,5,2,2,2,1,1,2,1,"Fear that doing so would cause the employer to factor in additional health insurance expense.",2,"Fear that the employer would consider additional health insurance expense and would doubt my ability to execute my work.",5,1,4,"Yes",52,"Male","United States of America"
"6-25",2,4,4,1,1,1,4,3,3,1,1,1,1,3,"I would be worried that the employer would consider the problem a liability",2,"I would be worried that the employer would consider the problem a liability",3,4,3,"No",30,"Female","United States of America"
"More than 1000",1,3,2,1,2,1,1,2,1,1,3,1,1,2,"Being open usually is the best",2,"Bad experience",3,4,1,"Yes",40,"Male","Netherlands"
"26-100",1,4,4,2,1,1,1,1,1,2,1,1,1,1,"",1,"",3,1,1,"No",29,"Male","United States of America"
"More than 1000",1,4,3,2,2,1,2,2,1,2,1,1,1,3,"I don't see the point in disclosure of things that should not be requested without violating employment law.",2,"See answer to question b",1,1,4,"No",39,"male","Canada"
"26-100",2,2,4,1,1,1,5,2,1,3,1,3,2,1,"Would very much depend on the issue and what impact I thought it would have on the role I was interviewing for.",2,"I don't think enough people are aware of mental health issues, so it is more likely to just have a negative impact",3,4,4,"No",26,"Male","United Kingdom"
"6-25",1,4,4,1,2,1,3,2,1,3,2,2,1,3,"unless it's visible or actively and noticably influencing my behaviour, I think it's none of their business",2,"none of their business unless it actively limits my activities, at which point I probably wouldn't be interviewing anyway",3,4,2,"Yes",32,"Female","United Kingdom"
