"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"More than 1000",1,3,2,1,2,1,5,2,1,3,3,1,1,1,"I wouldn't want it to hinder my chances of getting a job if I didn't think a physical health issue was related to the job.",2,"I wouldn't want them to think less of me.",3,4,1,"Yes",31,"F","United States of America"
"More than 1000",1,2,3,1,1,1,4,3,2,3,3,3,2,1,"It would depend on the tone of the interviewer and the attitude of the individual that was interviewing me",2,"I feel that it would indefinitely compromise my chance of being hired",3,4,4,"Yes",23,"male","United States of America"
"26-100",1,3,2,1,1,2,3,1,1,1,1,1,1,3,"I don't want it held against me",2,"I don't want it held against me",1,2,2,"Yes",26,"Female ","United States of America"
"More than 1000",1,3,4,1,1,1,2,2,1,3,2,3,1,2,"I would. My previous employees have been very aware of the of the legal protections afforded to candidates and employees with physical impairments, temporary or permanent, and act accordingly. These issues are regarded as ""real"", and tend to have more predictable timelines with regard to recovery (if applicable).",2,"Employers are less aware of the legal protections afforded to candidates with mental health issues. I would also fear unstated bias influencing the interview result much more so than I would for a physical issue.",1,2,4,"No",32,"Male","United States of America"
"26-100",1,3,3,1,1,1,5,2,2,3,2,1,1,1,"Depends on the physical issue and/or the position being applied for.",1,"Same as before",2,1,1,"Yes",32,"male","United States of America"
"26-100",1,4,2,1,1,1,3,2,2,3,3,1,1,1,"If it could affect work, I might bring it up.",2,"I'd be worried that I wouldn't get the job.",3,4,1,"Yes",26,"F","United States of America"
"26-100",1,3,4,1,3,2,5,2,1,1,3,1,1,2,"It's easy to see and prove.",1,"It creates an expectation of trouble, is difficult to prove and thus has a stigma.",3,2,3,"No",29,"male","United States of America"
"More than 1000",1,4,3,2,2,1,2,2,1,2,1,1,1,3,"I don't see the point in disclosure of things that should not be requested without violating employment law.",2,"See answer to question b",1,1,4,"No",39,"male","Canada"
"More than 1000",2,4,3,1,1,1,3,3,1,3,2,3,1,2,"Things like Asthma or access to buildings are socially 'acceptable' to mention in these situations.",2,"A general lack of understanding or sufficient social norms to appropriately respond to such issues.",5,3,3,"Yes",37,"Male","United Kingdom"
"1-5",1,1,2,1,1,3,6,3,3,3,3,1,1,1,"If it affected my ability to work, then yes. ",2,"I feel there is still pervasive stigma around mental health issues which could be used against me.",3,4,3,"Yes",25,"Female","United States of America"
"More than 1000",2,1,1,2,2,2,3,2,1,2,2,2,1,3,"A place where I need to look and sound my best doesn't seem like the time to mention that I have something ""disordered"" about me.",1,"Again, if it happens in context, maybe. But, again. In the case of something that's supposed to me trying to look my best, talking about a flaw seems unnecessary.",3,2,1,"Yes",22,"Agender","United States of America"
"26-100",1,3,2,1,3,1,4,3,2,3,3,3,1,1,"It depends on the issue and how it affects the job. If it was 100% unnecessary I'd keep it to myself.",3,"I already had to do this for my current job. I almost didn't get the job. They made me an offer, I told them it would be difficult for me to travel and a few other things, and they almost revoked the offer. The only reason that they didn't revoke it was because I made it clear that there was a mental health issue (so I'm certain they felt legally compelled) which made me extremely uncomfortable and ashamed that they made me do that. I'm still mad about it even though I kind of get it from their standpoint. They even made me turn in a doctor's note that they're keeping on file. It's none of their business and barely impacts my job, but they made a huge deal out of it.",3,4,3,"Yes",28,"Male","United States of America"
"More than 1000",2,3,4,1,2,1,6,2,2,1,1,3,1,1,"",2,"",3,4,1,"Yes",37,"male","United States of America"
"6-25",1,2,4,1,1,3,5,3,1,3,3,3,1,1,"",2,"I wouldn't get the job",3,4,4,"Yes",26,"Transgender woman","Ireland"
"26-100",1,4,4,1,1,1,4,3,3,3,3,3,2,3,"Risk of being discarded at a job interview.
Risk of being neglected of a promotion.
Risk of being fired.",2,"Risk of being discarded at a job interview.
Risk of being neglected for a promotion.
Risk of being fired.",3,4,4,"Yes",38,"Male","Belgium"
"500-1000",1,3,2,1,3,2,4,1,1,2,2,3,1,1,"",2,"Stigma",3,2,2,"Yes",36,"female","United States of America"
"More than 1000",2,1,3,1,3,1,4,2,1,1,3,1,1,1,"",2,"I would worry that they would not want to hire me because of it. ",1,1,2,"Yes",24,"Female","United States of America"
"26-100",1,3,3,2,1,1,3,3,1,3,3,2,1,1,"Bringing up such an issue can only decrease your chances of employment. However, I don't feel it would have a strong effect in my line of work.",1,"I might bring it up because I value honesty and wouldn't want to be employed under false pretences . However I think that a mental health issue would seriously jeapordise my chances of employment in the tech industry.",3,2,1,"Yes",39,"M","United Kingdom"
"More than 1000",1,3,2,2,2,2,2,2,2,2,3,3,2,3,"Not relevant to my job",2,"Depends on the health issue. A mental health issue may prevent a clearance from being issued. It is a risky option to hire someone then have to let them go if they can't get a security clearance.",1,2,1,"Yes",41,"male","United States of America"
"26-100",1,4,3,1,3,1,6,2,2,1,2,1,1,3,"I guess if I had an issue hard enough that it would affect my work, I'd be worried about the perception I could not do the job.  ",2,"Mental health too stigmatized, don't know the prospective employer well enough to determine whether it would be negative (and it usually is) ",3,2,4,"No",30,"male","United States of America"
"100-500",1,3,3,2,3,1,2,1,1,3,2,3,1,1,"It depends on the type of issue. If it was something common, then I would be more likely as I feel as though they would be more willing to accommodate me.",2,"I don't think it's very transparent to many employers how mental health issues might affect a person's workplace efficacy, and I wouldn't want to lose a potential position because of that thought (whether or not the interviewer made that decision consciously or not).",1,2,1,"No",24,"Male","Canada"
"100-500",1,3,3,2,2,2,2,1,1,1,1,2,1,1,"",2,"Stigma.",3,2,1,"No",24,"Male","Canada"
"100-500",1,4,3,1,3,1,2,2,1,1,2,1,1,1,"",1,"",5,2,3,"Yes",26,"Female","Canada"
"100-500",1,3,2,2,2,1,5,2,2,2,1,1,2,1,"Fear that doing so would cause the employer to factor in additional health insurance expense.",2,"Fear that the employer would consider additional health insurance expense and would doubt my ability to execute my work.",5,1,4,"Yes",52,"Male","United States of America"
"100-500",2,4,3,1,2,1,5,2,1,1,1,3,1,1,"Stigma with some diseases",2,"Feels like I'm making a mountain out of a molehill",2,1,3,"Yes",30,"Female","United States of America"
