"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"100-500",1,3,4,1,3,1,2,2,2,2,1,1,1,2,"",1,"",3,1,1,"No",37,"Male","United States of America"
"26-100",1,2,3,1,3,2,4,3,2,1,2,1,1,3,"",2,"",5,1,2,"Yes",31,"m","United States of America"
"More than 1000",2,4,4,1,1,1,5,3,2,3,3,3,1,3,"Not their business",2,"Not their business",3,4,5,"No",42,"Male","Canada"
"500-1000",1,3,2,1,3,2,2,2,2,3,3,3,1,3,"Risk of losing consideration for a position ",2,"Could contribute to employment decision (legal or not) ",3,2,1,"No",25,"Male","United States of America"
"6-25",1,3,2,1,2,2,1,1,1,1,1,2,1,2,"My physical health issues are obvious from my appearance.",2,"It would be judged as a risk.",3,2,3,"Yes",27,"Male","United States of America"
"More than 1000",2,3,2,1,3,1,5,2,2,1,2,2,1,3,"They might think I'm a hypochondriac",2,"They might think I'm a complainer",3,4,2,"Yes",41,"Female","United States of America"
"100-500",1,3,2,1,2,1,2,2,1,1,3,1,1,2,"",2,"None of their business as long as I feel I can perform my work ",3,2,2,"No",41,"Female","United States of America"
"More than 1000",2,3,2,2,2,2,1,3,2,3,3,2,1,1,"They may not hire me thinking I might take time off from work. ",2,"Supervisors don't like to deal with those sort of issues.",3,4,1,"No",55,"F","United States of America"
"More than 1000",1,3,2,2,2,2,3,2,1,1,2,3,1,2,"Generally not applicable to my job",1,"Potentially frowned upon
",3,2,2,"No",21,"Male","United States of America"
"More than 1000",2,4,3,2,1,1,1,2,2,3,2,2,1,1,"",1,"",3,2,1,"No",37,"male","Netherlands"
"More than 1000",2,4,4,1,3,2,1,2,2,1,1,1,1,1,"Only if it would affect my future work.",1,"Only if it is relevant for the work.",1,2,5,"No",34,"female","Netherlands"
"More than 1000",2,3,2,1,2,1,6,2,1,3,3,1,1,1,"",2,"",1,2,1,"No",40,"Male","United Kingdom"
"More than 1000",2,3,3,2,3,1,2,2,1,3,2,1,1,2,"",2,"",3,4,2,"No",36,"male","Germany"
"26-100",1,2,3,1,1,3,2,2,2,2,2,3,1,1,"I don't know, I've never had a physical health issue that would need bringing up, so I don't know how I'd react in that situation",2,"I'm not sure if it'd harm my chances, but I wouldn't want to give anyone more reason to not hire me",3,4,4,"No",25,"Male","Germany"
"100-500",1,4,3,1,3,1,3,2,1,1,1,1,1,1,"If it was a long term issue that would require special accommodations on their part.",1,"Would be concerned at the negative stigma",1,2,1,"No",35,"male","United States of America"
"6-25",1,2,3,1,1,1,3,2,2,1,2,1,1,1,"Could impact their willingness to hire, even subconsciously.",2,"Stigma.",3,2,2,"No",37,"male","United States of America"
"More than 1000",2,3,4,1,2,1,3,2,2,3,2,3,1,3,"Would risk not getting the job.",2,"",3,4,1,"No",45,"Male","United States of America"
"6-25",1,2,1,1,1,3,3,2,2,2,1,3,1,3,"",2,"",5,2,2,"Yes",26,"Male","United States of America"
"26-100",1,3,3,1,3,2,2,2,2,1,3,1,1,1,"I wouldn't want it to affect my ability to get the position",2,"I feel it would negatively effect my ability to get the position",3,2,1,"No",23,"Male","United States of America"
"26-100",1,3,2,1,1,2,5,2,1,3,3,3,1,1,"",1,"",3,2,4,"Yes",22,"Female","United States of America"
"26-100",1,4,3,1,1,1,2,1,1,1,2,1,1,3,"I would be afraid it would negatively impact my chances.",2,"I would be afraid it would negatively impact my chances.",1,4,2,"Yes",46,"Female","United States of America"
"6-25",1,2,1,2,1,2,2,1,1,2,1,2,1,2,"I would want to make sure expectations were set clearly at the start",3,"I would want to set expectations of my ability from the start",1,2,1,"No",31,"Male","United Kingdom"
"100-500",1,3,3,3,3,1,1,1,1,2,1,2,1,2,"",1,"",4,5,1,"Yes",27,"Male","United States of America"
"6-25",1,2,1,1,2,1,1,1,1,2,1,2,1,1,"",1,"It might be important to know how they react to such things.",1,1,1,"No",37,"male","United Kingdom"
"100-500",1,4,3,1,1,1,3,2,2,3,3,2,1,1,"Depends if it's relevant",1,"depends if it's relevant",3,1,1,"No",37,"Male","United Kingdom"
"1-5",1,1,1,2,3,1,1,1,1,2,1,2,1,1,"",2,"Usually not relevant",3,1,3,"Yes",26,"Other/Transfeminine","Netherlands"
"500-1000",1,2,4,1,1,2,1,1,1,1,1,1,1,3,"I have RSI and don't want them to think I'm not worth investing in.",2,"It's none of their business until it affects my work",1,1,1,"No",23,"M","Netherlands"
"26-100",1,3,2,1,1,2,5,2,1,1,2,2,1,1,"I had brain surgery in 1997. Bringing that up is pretty much a no job. On top of that hell they want to look at your DNA first these days. Sad days.",1,"That is a slippery slope. In my opinion your chances of getting the job are much less if you bring up mental health issues.",3,2,4,"Yes",40,"Male","United States of America"
"1-5",1,2,4,1,1,3,2,1,1,1,1,3,1,2,"They're usually temporary and you know when it'll be gone",1,"I don't have one, so it's hard to relate",1,1,1,"No",29,"M","Denmark"
"100-500",1,3,2,2,2,2,2,1,1,2,1,2,1,1,"Concern it could overshadow legit issues",1,"Concern it could overshadow other issues",2,5,1,"Yes",37,"Male","United States of America"
"100-500",1,3,2,3,2,2,5,1,1,2,1,2,1,1,"Depending on how strong my position as interviewee is, I might prefer to wait until the offer stage rather than bring it up at interview",2,"I would likely prefer to wait until the offer stage to discuss mental health issue / accommodations, rather than in the interview",1,2,2,"No",34,"female","United States of America"
"More than 1000",1,3,4,1,3,1,1,1,1,2,1,2,1,1,"I don't really know. It would depend on my impressions at the time.",1,"same",2,2,1,"Yes",40,"male","United States of America"
"500-1000",1,3,4,1,3,1,1,2,1,1,2,1,1,2,"",2,"Wouldn't want marks against me",3,4,2,"Yes",39,"Male","United States of America"
"500-1000",1,3,3,3,2,1,2,2,1,1,2,2,1,1,"",1,"",1,2,1,"Yes",28,"Male","United States of America"
"26-100",1,2,4,1,1,1,3,1,1,3,3,1,1,1,"",2,"",1,1,1,"No",27,"Male","Germany"
"More than 1000",1,3,2,1,1,1,5,2,2,2,1,1,1,1,"If it would make me seem less suitable for a job",1,"If it would make me seem less suitable for the job",1,2,4,"Yes",49,"Female","United States of America"
"26-100",1,2,3,1,1,1,2,2,1,2,1,3,1,2,"I'd want to be honest and up-front with a potential employer.",2,"I'd worry that the reaction would not be one of understanding and that it would count against me during the selection process.",3,2,1,"Yes",35,"Male","United Kingdom"
"100-500",1,4,4,1,1,1,2,2,1,1,2,1,1,1,"",2,"",1,5,4,"Yes",35,"Male","Sweden"
"500-1000",1,3,2,2,2,2,3,2,1,2,2,2,1,2,"",2,"",1,2,2,"Yes",32,"Male","United States of America"
"More than 1000",1,3,2,1,2,1,5,3,2,3,3,3,1,1,"It depends on the nature of the issue and how it may impact my ability to work.",2,"I would not because I am very concerned that it would negatively affect my chances for employment.",3,4,1,"Yes",42,"Male","United States of America"
"100-500",1,3,2,1,2,2,5,2,1,1,1,2,1,1,"I wouldn't bring it up unless absolutely necessary for my day-to-day job function, out of fear of discrimination or not being hired.",2,"I wouldn't bring it up unless absolutely necessary for my day-to-day job function, out of fear of discrimination or not being hired.",3,4,2,"No",33,"female","United States of America"
"26-100",1,4,1,1,3,2,1,1,1,2,1,1,1,2,"It's best to be up front about stuff if possible - if the employer is aware, then it is easier to judge their attitude towards it (positive or negative) before accepting a position.",3,"Same as physical health reason really. Coupled with the fact that nowadays I feel it's even more important to highlight mental health issues rather than sweeping under the carpet.",2,1,1,"No",35,"Male","United Kingdom"
"500-1000",1,4,4,1,3,2,2,1,1,2,1,2,1,3,"",2,"",3,4,1,"No",24,"M","Russia"
"500-1000",1,3,2,1,2,1,2,1,1,2,1,3,2,3,"Wouldn't want to risk not getting the job - i'd wait until I was hired",3,"Because I am open about being a mental health advocate - it's one of the reasons I am good at my job.",1,5,4,"Yes",29,"Female or Multi-Gender Femme","United States of America"
"100-500",1,4,3,1,1,1,5,2,1,1,1,2,1,2,"",2,"Stigma.",1,2,2,"No",29,"Male","United States of America"
"6-25",1,1,1,1,1,3,2,1,1,1,2,2,1,1,"if it wasn't relevant",1,"if it wasn't relevant",2,1,5,"No",24,"Male","United Kingdom"
"500-1000",1,4,4,2,3,1,2,2,1,2,2,1,1,2,"",2,"",3,4,1,"No",30,"Male","Sweden"
"26-100",1,4,4,1,1,1,5,2,1,3,3,1,1,3,"Wouldn't want that to be counted against me when compared to other candidates.",2,"Again, wouldn't want it to be held against me compared to other candidates.",2,1,1,"Yes",30,"male","United States of America"
"6-25",1,2,4,1,1,1,5,3,1,3,3,1,1,2,"",1,"",1,4,1,"Yes",44,"male","United States of America"
"100-500",1,3,3,1,2,1,2,1,1,1,2,3,1,1,"It might not particularly be seen as a ""good"" thing to bring it up.",1,"Same reason as above",1,1,1,"No",37,"Male","United Kingdom"
"500-1000",1,2,4,1,1,1,3,1,1,1,2,2,1,3,"",2,"",3,2,1,"No",28,"Male","Germany"
"100-500",1,3,2,3,3,2,2,1,1,1,1,2,1,1,"It would depend on the issue, and whether or not I think it would impact the work I do",1,"Depends on whether or not I feel it would impact my ability to do the work on a regular basis.",2,1,1,"Yes",42,"Male","United States of America"
"1-5",1,3,4,1,1,1,2,2,1,2,1,1,1,1,"Depends whether it would affect my ability to carry out the job.",2,"Stigma.",5,5,3,"Yes",30,"female","United Kingdom"
"100-500",1,4,3,1,3,1,6,2,2,3,2,3,1,1,"",2,"",3,1,1,"No",36,"m","Russia"
"500-1000",1,4,4,1,1,1,3,2,2,3,2,2,1,2,"If it may affect my productivity, my employer should know about it",1,"Same reason, it may affect my productivity.",5,1,1,"No",30,"male","Russia"
"6-25",1,4,4,1,1,1,3,2,2,3,3,2,1,1,"",1,"",1,1,5,"No",29,"Male","United States of America"
"500-1000",1,4,4,3,3,1,6,2,2,1,2,3,1,1,"",2,"",1,2,1,"No",25,"male","United States of America"
"26-100",1,2,1,1,1,1,2,1,1,1,2,2,1,2,"Yes, Is important if can affect work.",1,"Yes, If can affect work",1,2,1,"No",25,"Male","Belgium"
"500-1000",1,4,3,1,3,1,2,1,1,1,2,1,1,1,"Because it might be important for the employer in case it affects my productivity.",1,"",1,1,1,"No",24,"Male","Russia"
"More than 1000",1,2,4,1,1,3,2,3,1,3,3,3,1,2,"cos i don't have any physical health problems",2,"cos I have a lot of crap in my head and i am ashamed about it",5,1,1,"No",25,"m","Russia"
"26-100",1,3,2,1,1,2,1,1,1,2,1,2,1,2,"",3,"I like to be open about it up front ",4,5,1,"Yes",31,"Male ","Denmark"
"26-100",1,3,4,1,1,1,6,2,1,1,3,2,1,1,"",1,"",1,2,2,"No",37,"M","Canada"
"100-500",1,4,4,1,3,1,2,1,1,1,1,3,1,1,"Only if it would require immediate accommodation.",1,"Only if it required immediate accommodation.",2,2,1,"No",35,"Male","United States of America"
"6-25",1,1,1,2,1,2,2,2,2,2,1,1,1,3,"Less chances of getting the job, I think",2,"Less chances of getting the job, plus negative references for the future.",5,1,1,"Yes",26,"female","Spain"
"100-500",1,3,2,1,1,2,2,1,1,2,1,2,1,1,"In the interview I'm still trying to present the best image of myself and that may damage it (rightly or wrongly)",2,"Mental health is still stigmatised enough and not protected enough it could result in my not getting a job I wanted.",1,2,2,"No",31,"Male","United Kingdom"
"500-1000",1,3,3,1,3,1,2,2,1,1,2,2,1,3,"Unless it's something obvious like I'm disabled",2,"Seems too private to share",3,4,1,"No",29,"female","United States of America"
"26-100",1,4,4,1,1,1,2,2,2,3,3,1,2,1,"I would think they don't care about it",2,"I imagine they will dismiss my application",3,4,4,"Yes",33,"M","France"
"26-100",1,2,3,1,1,3,2,2,1,1,3,2,1,1,"It would depend on how relevant it would be. ",1,"I don't know if I would do that. ",1,1,1,"No",30,"M","India"
"26-100",1,3,2,1,1,1,3,2,1,2,1,3,1,2,"Because it's common",1,"Not sure. That would depend a lot on the company I would be interviewing with.",3,4,1,"No",30,"M","United States of America"
"100-500",1,3,2,1,2,1,5,2,2,3,3,1,2,3,"unless it directly affects my ability to do the job, it is irrelevant",2,"same reason as above. it's my problem and my business alone.",3,4,3,"Yes",29,"female","United States of America"
"26-100",1,4,4,1,2,3,5,2,2,3,3,3,1,3,"That should not be a deciding factor when they choose to hire me or not. Why does my physical issue need to be pointed out if its not going to effect my job. ",2,"They absolutely do not need to know this before i start. I feel like this is a huge HR issue and the less they know the better honestly. I am very dyslexic  and  have a learning disability but it does not effect how i preform at my job",3,4,2,"Yes",25,"Female","United States of America"
"More than 1000",2,3,2,2,2,2,1,1,1,1,1,2,1,2,"I prefer to keep nothing hidden",3,"I prefer to keep nothing hidden",1,2,4,"No",27,"Male","United States of America"
"500-1000",1,3,3,1,1,2,1,1,1,3,3,2,1,2,"",1,"",2,1,5,"No",26,"Male","Germany"
"500-1000",1,3,2,3,3,2,1,1,1,2,1,2,1,2,"If it was something that affected my work, yes.",1,"Stigma.",1,1,1,"No",38,"Female","United States of America"
"More than 1000",1,3,2,2,2,3,4,3,1,1,3,3,1,3,"Cultural bias and potential elimination from consideration.",2,"Feel it would prevent hire. Only if asked point blank.",3,4,2,"Yes",49,"Male","United States of America"
"26-100",1,3,2,1,2,2,1,1,1,2,1,2,1,2,"Honesty, always the best policy, even if it means I don't get the job.",3,"Same as any issue, I'm looking for employers that enjoy me exactly as I am. Not some glossed up version of myself",1,1,1,"No",30,"Male","United States of America"
"100-500",1,2,4,1,3,1,1,2,1,3,3,1,1,1,"",3,"",3,4,4,"No",31,"male","Russia"
"100-500",1,2,4,1,1,1,1,2,1,1,2,1,1,1,"It might affect my performance and workplace",3,"It might affect my performance and relations with the colleagues",1,2,1,"No",31,"m","Germany"
"100-500",1,1,3,2,1,1,3,3,2,3,3,2,1,1,"",2,"",3,4,1,"No",34,"male","Germany"
"6-25",1,4,4,1,3,1,2,2,1,2,2,3,1,1,"",1,"If the employer made it clear they expected crunch time I would want to discuss stress related issues. ",1,1,1,"No",28,"Male","United States of America"
"500-1000",1,4,3,1,3,1,1,1,1,3,2,1,1,3,"",2,"",1,2,1,"No",27,"Male ","Germany"
